age,default,balance,housing,loan,duration,campaign,previous,job_unemployed,job_self-employed,job_entrepreneur,job_student,job_housemaid,job_retired,marital_married,marital_single,education_primary,education_secondary,education_tertiary,poutcome_failure,poutcome_other,y
38,0,50,0,0,98,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,170,0,0,129,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
77,0,0,0,0,847,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
42,0,92,0,0,86,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
42,0,3620,1,0,22,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,775,1,0,124,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,0,769,0,0,72,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,0,2275,0,0,139,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,0,573,0,0,122,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,0,3797,0,0,96,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,459,0,0,317,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,105,1,0,249,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
52,0,1623,1,0,21,17,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
32,0,2629,0,0,77,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,0,860,1,0,294,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,0,520,0,0,158,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,0,3872,0,0,231,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,0,-218,1,0,13,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,2325,0,0,270,3,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0
42,0,42045,0,0,205,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
40,0,733,1,0,94,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,991,1,0,148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,0,3705,1,0,77,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
52,0,11,1,0,420,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,0,268,1,0,528,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
30,0,236,1,0,197,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,0,-90,0,1,270,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,0,556,1,0,147,2,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0
36,0,472,1,0,1017,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,0,589,1,0,62,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,4,1,0,285,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,0,781,1,0,74,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,0,751,1,0,64,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,412,1,0,154,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0,7289,1,0,316,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
54,0,8,1,0,143,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0,3576,0,0,349,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,0,781,0,0,75,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,877,0,0,202,1,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,0,251,1,1,128,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,673,1,1,271,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
51,1,34,0,1,200,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
27,0,3733,1,0,198,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,1
35,0,1265,1,0,326,5,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1
43,0,-26,1,0,343,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
80,0,1548,0,0,331,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
34,0,61,0,1,21,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,0,0,0,298,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,0,523,1,0,152,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
48,0,5095,1,0,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,6880,0,0,353,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0,810,0,0,383,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
46,0,1693,1,0,137,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,81,1,0,121,6,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0
24,0,1222,1,0,369,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,123,0,0,264,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,0,3315,1,0,820,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,0,188,1,0,58,3,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0
45,0,194,0,0,517,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,4210,1,0,119,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,16873,0,0,223,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,3382,0,1,294,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0
39,0,0,1,0,502,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
40,0,542,1,0,1816,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,0,-29,0,0,41,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0
42,0,292,1,0,222,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,0,261,1,1,113,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38,0,0,1,0,121,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,206,1,0,216,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,0,878,1,0,130,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,497,0,0,138,5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
38,0,168,1,1,212,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,0,2317,1,0,114,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0
36,0,177,1,0,63,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,0,179,0,0,36,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,1010,1,0,385,3,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0
30,0,-94,1,0,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,0,926,1,1,191,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,0,1152,1,0,168,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42,0,1533,0,1,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,0,4717,0,0,256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,0,0,0,0,637,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,0,177,1,0,117,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
55,0,1613,1,0,296,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1
43,0,328,0,1,192,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0,673,1,0,610,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,1,421,0,0,22,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,553,0,0,106,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,1333,0,0,17,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
37,0,0,1,0,65,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
59,0,0,0,0,493,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
36,0,428,0,0,121,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
55,0,2749,1,1,58,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
32,0,1625,0,0,796,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
30,0,1372,0,0,240,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26,0,668,1,0,576,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
33,0,625,1,0,410,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,1449,0,0,535,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
38,0,0,0,0,247,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,0,487,0,1,155,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
47,0,-938,1,0,176,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,37,1,0,341,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0,619,0,0,198,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0,-221,1,0,250,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39,0,270,1,0,116,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,590,0,1,133,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26,0,2770,1,0,141,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28,0,330,0,0,197,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
84,0,639,0,0,353,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32,0,217,1,1,317,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
33,0,249,1,0,61,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,444,1,0,130,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,0,320,0,0,175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,0,134,0,0,86,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
46,0,1291,1,0,142,3,17,0,0,0,0,0,0,1,0,1,0,0,1,0,0
25,0,34,0,1,316,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
41,0,1066,0,0,109,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
54,0,0,0,0,94,5,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39,0,3663,0,0,230,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,-35,0,0,339,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,609,1,0,1126,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
51,0,397,1,0,293,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,1572,1,0,185,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,994,0,0,221,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,0,442,1,1,102,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,0,4,1,1,74,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56,0,-229,0,1,55,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68,0,4189,0,0,897,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
49,0,0,1,0,177,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,0,572,0,0,314,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
56,0,212,0,1,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31,0,360,0,0,332,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,4441,1,0,153,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
57,0,1602,0,0,339,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,864,1,0,100,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,5878,0,0,159,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,0,695,0,0,233,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,-336,0,0,128,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,0,0,1,0,247,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47,0,2540,0,0,110,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38,0,821,1,1,224,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
38,0,12877,0,0,118,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27,1,-517,1,0,172,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,1,280,0,1,155,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,0,634,0,0,185,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
60,0,5,0,0,63,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
30,0,11,1,0,157,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,0,0,0,147,1,8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
39,0,20,1,0,109,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,595,0,0,22,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45,0,3854,1,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,0,167,1,0,57,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,0,105,0,1,260,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,0,2830,0,0,22,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52,0,118,0,0,16,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,6,0,0,140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0,688,1,0,174,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,552,1,0,463,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,0,147,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,12569,0,0,344,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
33,0,-195,0,0,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,0,543,0,0,169,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
55,0,1580,0,1,1007,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42,0,47,1,1,141,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,1438,1,0,207,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,0,117,1,0,123,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,-148,1,0,146,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
47,0,2548,1,0,577,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
31,0,694,1,0,431,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,0,0,0,260,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1
33,0,411,1,0,216,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,0,1142,0,0,82,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,60,0,0,172,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35,0,0,0,0,669,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
54,0,641,1,0,472,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0
47,0,7708,1,0,157,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,0,936,0,0,931,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,415,0,1,361,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,0,3561,1,0,98,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,0,148,0,0,203,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22,0,4111,0,1,65,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,0,865,1,0,101,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45,0,-839,1,0,68,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,180,0,0,203,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
41,0,0,0,0,89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,42,0,0,115,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,0,6145,1,0,362,1,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,0,367,0,0,107,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,16,0,0,59,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,0,-37,1,0,151,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,0,185,0,0,177,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
37,0,2685,0,0,187,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
37,0,20453,1,0,115,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
54,0,1139,1,0,155,1,7,0,0,0,0,0,1,1,0,0,1,0,1,0,0
36,0,2843,0,0,473,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,0,0,0,0,99,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,0,389,1,0,15,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
61,0,967,0,0,180,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,430,0,0,154,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,462,0,0,495,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,778,1,1,284,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,0,4787,1,0,266,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
56,0,856,1,1,70,4,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,0,1382,0,0,700,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
45,0,999,1,0,215,6,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
46,0,2420,0,0,405,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,0,0,0,439,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,1727,0,0,500,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1
31,0,623,1,0,96,2,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0
30,0,201,1,0,325,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
51,0,0,1,0,324,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45,0,1269,1,0,549,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,518,1,0,34,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
34,0,440,1,0,445,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38,0,0,1,0,57,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
32,0,6217,1,1,486,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
42,0,505,1,0,521,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,0,6766,0,0,210,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27,0,213,0,0,378,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
39,0,36,0,0,70,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,-84,1,0,426,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45,0,-192,1,0,138,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37,0,102,1,0,101,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,3587,1,0,148,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
47,0,3973,0,0,732,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,14058,0,0,293,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,0,0,0,0,152,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,643,1,0,74,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
43,0,483,1,0,225,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,0,946,1,0,1065,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
45,0,2033,0,0,123,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
42,0,508,1,0,70,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,235,0,0,119,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
37,0,310,0,0,76,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34,0,2552,1,1,74,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
59,0,1881,0,0,456,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,0,61,1,0,185,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
55,0,0,0,0,336,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26,0,265,0,0,650,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,0,0,1,0,561,4,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0
40,0,0,1,0,271,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
53,0,629,1,0,298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,2380,0,0,394,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,2189,0,0,256,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,882,0,1,80,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
40,0,782,1,0,224,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,1649,0,0,204,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46,0,-121,1,1,214,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,0,0,0,13,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
57,0,1521,1,1,102,2,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,0,-129,1,0,121,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,0,454,1,0,114,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
64,0,43,0,0,117,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
39,0,3972,0,0,122,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
28,0,1065,1,1,406,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
42,0,100,0,0,64,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,992,1,0,301,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,79,1,0,249,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1
54,0,88,1,0,190,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,-388,1,0,175,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,0,624,0,1,180,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
44,1,0,1,0,96,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,567,1,0,274,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,0,1,0,270,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,1,-386,0,1,477,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
39,0,1047,0,0,554,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
53,0,4994,0,0,62,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,661,1,0,411,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,0,0,0,0,16,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,0,2478,0,1,395,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,71,0,0,107,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,431,1,0,74,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,0,2125,1,1,285,3,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47,0,3681,0,0,101,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,0,1808,1,0,83,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,0,-182,1,1,10,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22,0,549,0,0,154,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
37,0,608,0,0,380,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,0,266,0,1,232,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56,0,4073,0,0,239,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,-296,1,0,81,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,261,1,0,371,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,889,0,0,388,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
50,0,2284,1,0,1088,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40,0,93,1,0,134,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,-967,1,0,8,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,3,1,0,183,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48,0,-551,1,0,168,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,2988,1,0,179,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26,0,-887,1,0,827,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
48,0,3064,1,0,159,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,45,1,1,908,3,7,0,0,0,0,0,0,0,1,0,1,0,0,1,0
78,0,229,0,0,97,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
27,0,54,1,0,543,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
56,0,917,0,0,306,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0,-149,1,0,287,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,746,0,0,256,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
26,0,802,0,0,77,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0
48,0,1678,0,0,263,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,0,832,1,1,164,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
33,0,16992,1,0,58,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,0,-237,1,0,73,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,0,655,1,0,606,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
54,0,-315,0,1,2029,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
65,0,493,0,0,622,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
39,0,0,0,0,731,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,0,2323,1,1,151,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0,11269,0,0,92,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,0,15,0,1,177,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31,0,1354,1,1,222,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24,0,204,1,1,229,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,4157,1,0,735,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
