age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,y
32,admin.,married,secondary,0,0,0,0,119,3,999,0,unknown,0
55,management,married,tertiary,0,540,0,0,124,2,999,0,unknown,0
35,blue-collar,married,secondary,0,280,1,1,65,50,999,0,unknown,0
56,management,divorced,tertiary,0,-59,0,1,127,6,999,0,unknown,0
27,admin.,married,secondary,1,-517,1,0,172,3,999,0,unknown,0
42,unemployed,single,secondary,0,2613,1,0,174,6,999,0,unknown,0
42,student,married,unknown,0,-7,0,0,41,6,999,0,unknown,0
41,blue-collar,married,primary,0,0,1,0,232,3,999,0,unknown,0
53,retired,divorced,secondary,1,-200,0,1,161,1,999,0,unknown,0
67,retired,married,primary,0,2301,0,0,124,1,999,0,unknown,0
53,housemaid,married,primary,0,104,0,1,701,1,999,0,unknown,1
33,blue-collar,married,primary,0,191,1,0,162,2,999,0,unknown,0
31,technician,single,unknown,0,694,1,0,431,2,999,0,unknown,0
31,admin.,married,secondary,0,212,1,0,191,3,999,0,unknown,0
30,management,married,tertiary,0,1882,1,0,249,5,999,0,unknown,0
48,blue-collar,married,unknown,0,131,1,0,189,1,999,0,unknown,0
30,technician,single,secondary,0,175,0,0,167,4,999,0,unknown,0
43,technician,single,tertiary,1,0,0,0,73,4,999,0,unknown,0
38,management,divorced,tertiary,0,4425,1,0,162,1,999,0,unknown,0
46,unemployed,married,secondary,0,3533,1,0,235,2,999,0,unknown,0
59,blue-collar,divorced,secondary,0,3573,0,0,44,1,999,0,unknown,0
44,management,divorced,tertiary,0,476,1,1,127,2,999,0,unknown,0
35,blue-collar,married,secondary,0,1257,1,0,93,3,329,7,failure,0
55,blue-collar,married,unknown,0,23,0,0,143,1,2,3,other,0
39,management,single,tertiary,0,0,1,0,81,2,999,0,unknown,0
36,services,single,secondary,0,398,1,1,77,2,999,0,unknown,0
33,blue-collar,married,secondary,0,745,1,0,115,4,999,0,unknown,0
48,management,single,tertiary,0,8106,0,0,125,1,111,3,failure,0
33,management,single,tertiary,0,0,0,0,53,4,999,0,unknown,0
67,retired,married,unknown,0,696,0,0,77,2,999,0,unknown,0
48,unemployed,divorced,secondary,0,1266,1,0,45,1,999,0,unknown,0
57,management,married,tertiary,0,2416,0,0,74,2,999,0,unknown,0
31,housemaid,married,primary,0,25,0,0,169,5,999,0,unknown,0
30,student,single,tertiary,0,7513,0,0,269,2,999,0,unknown,0
56,entrepreneur,divorced,primary,0,29,0,0,52,2,227,1,failure,0
26,blue-collar,married,primary,0,5116,1,0,246,3,999,0,unknown,0
44,management,married,secondary,0,-1746,1,0,218,1,999,0,unknown,0
44,technician,divorced,secondary,0,14,0,0,167,1,92,1,success,1
31,management,married,tertiary,0,4148,1,0,316,3,99,9,other,1
47,self-employed,married,unknown,0,14,1,0,142,1,999,0,unknown,0
30,admin.,single,secondary,0,105,1,0,75,1,999,0,unknown,0
37,management,married,tertiary,0,767,0,1,204,1,999,0,unknown,0
56,admin.,divorced,primary,0,0,0,1,542,1,999,0,unknown,0
43,management,single,secondary,0,-228,1,1,122,2,999,0,unknown,0
42,services,married,secondary,0,508,1,0,70,1,999,0,unknown,0
60,management,married,secondary,0,725,1,0,266,1,999,0,unknown,0
34,blue-collar,married,unknown,0,41,1,0,34,9,999,0,unknown,0
34,management,single,tertiary,0,184,0,0,203,4,999,0,unknown,0
41,management,married,tertiary,0,251,0,1,85,3,999,0,unknown,0
38,management,divorced,secondary,0,-17,0,0,11,4,999,0,unknown,0
23,services,married,secondary,0,-19,1,0,13,10,999,0,unknown,0
33,management,married,tertiary,0,1064,1,0,562,1,999,0,unknown,1
36,blue-collar,married,secondary,0,777,1,0,185,3,999,0,unknown,0
49,unemployed,married,tertiary,0,377,0,0,158,1,59,2,failure,0
34,admin.,divorced,secondary,0,479,1,0,515,1,350,5,failure,1
40,technician,divorced,secondary,0,-375,1,0,60,5,999,0,unknown,0
72,retired,married,primary,0,796,0,0,173,2,999,0,unknown,0
43,technician,married,secondary,0,17,1,0,353,4,999,0,unknown,0
44,blue-collar,married,secondary,0,1071,1,0,143,3,357,1,failure,0
35,admin.,married,secondary,0,0,1,0,18,5,999,0,unknown,0
46,admin.,divorced,secondary,0,7378,0,0,466,1,999,0,unknown,0
55,admin.,married,secondary,0,865,1,0,85,1,151,1,failure,0
50,technician,divorced,secondary,0,-701,1,1,148,1,999,0,unknown,0
23,blue-collar,single,unknown,0,817,1,0,123,1,999,0,unknown,0
34,student,married,unknown,0,1387,0,0,121,1,999,0,unknown,0
40,blue-collar,married,secondary,0,0,1,1,245,3,999,0,unknown,0
61,retired,married,secondary,0,2917,0,0,215,1,999,0,unknown,1
53,technician,married,secondary,0,4541,1,0,190,6,999,0,unknown,0
57,technician,married,secondary,0,0,0,0,44,1,999,0,unknown,0
28,blue-collar,married,secondary,0,4287,0,0,171,1,999,0,unknown,0
25,admin.,married,secondary,0,242,1,0,62,12,999,0,unknown,0
38,blue-collar,married,secondary,0,171,1,1,172,1,999,0,unknown,0
27,services,single,secondary,0,259,1,0,78,10,999,0,unknown,0
45,blue-collar,married,secondary,0,827,1,0,319,5,999,0,unknown,0
31,services,single,secondary,0,469,0,1,111,1,999,0,unknown,0
39,blue-collar,married,primary,0,2226,1,0,158,1,999,0,unknown,0
42,technician,married,secondary,0,0,0,0,82,12,999,0,unknown,0
46,management,married,tertiary,0,477,1,0,128,6,999,0,unknown,0
36,services,married,secondary,0,42,1,0,102,4,999,0,unknown,0
30,management,single,tertiary,0,775,1,0,124,2,999,0,unknown,0
32,blue-collar,married,secondary,0,9,1,0,334,2,999,0,unknown,0
52,technician,married,tertiary,0,2557,0,0,134,5,204,2,success,1
31,management,married,tertiary,0,2395,0,0,218,1,999,0,unknown,0
60,management,married,primary,0,4895,0,0,313,1,999,0,unknown,0
35,blue-collar,single,secondary,0,376,1,1,207,3,999,0,unknown,0
38,management,married,tertiary,0,389,1,0,262,1,999,0,unknown,0
46,management,divorced,tertiary,0,134,0,0,134,2,999,0,unknown,0
45,entrepreneur,divorced,tertiary,0,1273,1,1,197,3,999,0,unknown,0
59,services,married,secondary,0,0,1,0,214,3,999,0,unknown,0
34,management,married,tertiary,0,2892,1,1,1165,7,999,0,unknown,0
33,technician,divorced,secondary,0,0,1,0,177,2,999,0,unknown,0
46,management,single,secondary,0,295,1,0,141,6,999,0,unknown,0
48,admin.,married,secondary,0,292,1,1,164,6,999,0,unknown,0
31,services,single,secondary,0,85,0,0,151,1,999,0,unknown,0
32,technician,married,secondary,0,4,0,0,145,2,260,4,failure,0
35,blue-collar,divorced,primary,0,-587,1,0,111,1,999,0,unknown,0
36,blue-collar,single,primary,0,367,0,0,217,1,221,1,failure,0
52,management,married,tertiary,0,-1224,1,0,253,4,999,0,unknown,0
45,management,divorced,tertiary,0,959,0,0,74,1,999,0,unknown,0
34,management,married,tertiary,0,0,0,0,263,2,999,0,unknown,0
25,blue-collar,married,primary,1,-589,1,0,233,1,999,0,unknown,0
26,management,single,tertiary,0,-8,0,0,402,2,999,0,unknown,0
57,management,married,unknown,0,0,0,0,585,1,999,0,unknown,0
48,management,married,primary,0,247,1,1,145,1,999,0,unknown,0
48,technician,married,unknown,0,5543,0,0,143,5,999,0,unknown,0
32,blue-collar,married,primary,0,642,0,1,524,1,999,0,unknown,0
58,retired,married,secondary,0,11,0,0,270,1,999,0,unknown,0
57,management,married,primary,0,-226,1,0,272,1,999,0,unknown,0
31,entrepreneur,married,tertiary,0,5191,0,0,187,2,999,0,unknown,0
33,blue-collar,single,secondary,0,-320,0,0,268,2,999,0,unknown,0
53,entrepreneur,married,tertiary,0,2289,1,1,183,1,999,0,unknown,0
36,admin.,married,secondary,0,725,1,0,123,3,99,8,failure,0
32,technician,single,tertiary,0,705,1,0,20,4,999,0,unknown,0
45,blue-collar,married,secondary,0,776,1,0,232,4,253,1,failure,0
35,unemployed,married,tertiary,0,816,1,0,547,7,999,0,unknown,0
41,services,married,secondary,0,171,0,0,71,9,999,0,unknown,0
54,services,married,secondary,0,812,0,0,113,6,999,0,unknown,0
49,services,married,secondary,0,823,0,0,780,4,999,0,unknown,1
28,technician,single,secondary,0,1453,1,0,246,1,343,1,other,0
24,blue-collar,single,unknown,0,431,1,0,108,12,999,0,unknown,0
30,admin.,single,secondary,0,1009,1,0,253,1,999,0,unknown,0
32,self-employed,married,primary,0,286,1,0,175,1,999,0,unknown,0
53,entrepreneur,married,tertiary,0,22370,1,0,106,1,999,0,unknown,0
42,blue-collar,married,primary,0,2111,1,0,86,2,999,0,unknown,0
48,blue-collar,married,primary,0,5366,1,0,248,3,999,0,unknown,0
33,technician,married,secondary,0,181,1,1,265,2,999,0,unknown,0
31,blue-collar,divorced,secondary,0,-452,1,0,182,5,999,0,unknown,0
56,unemployed,divorced,primary,0,1770,0,0,916,3,999,0,unknown,0
58,retired,married,primary,0,0,0,0,506,1,999,0,unknown,0
37,admin.,single,secondary,0,-296,1,0,81,1,999,0,unknown,0
59,management,married,primary,0,2358,1,0,30,1,999,0,unknown,0
50,management,single,tertiary,0,1200,0,0,904,3,999,0,unknown,1
39,housemaid,single,primary,0,109,1,0,699,3,999,0,unknown,0
30,technician,married,secondary,0,616,1,0,19,1,999,0,unknown,0
47,services,divorced,secondary,0,4906,1,0,389,1,999,0,unknown,0
44,self-employed,married,secondary,0,313,0,0,211,4,999,0,unknown,0
38,blue-collar,married,primary,0,290,1,0,283,1,999,0,unknown,0
50,management,married,tertiary,0,1240,0,0,474,2,999,0,unknown,0
27,admin.,single,tertiary,0,3672,1,0,157,2,351,5,failure,0
73,retired,married,secondary,0,19,0,0,509,2,999,0,unknown,0
46,blue-collar,married,primary,0,143,1,0,279,1,999,0,unknown,0
56,retired,divorced,secondary,0,212,0,1,27,1,999,0,unknown,0
36,management,married,tertiary,0,9,0,0,386,4,999,0,unknown,1
33,blue-collar,married,primary,0,3074,0,0,679,1,999,0,unknown,0
40,management,married,tertiary,0,1734,1,0,169,1,999,0,unknown,0
52,management,married,tertiary,0,575,0,0,315,1,999,0,unknown,0
51,blue-collar,married,secondary,0,397,1,0,293,2,999,0,unknown,0
33,blue-collar,married,secondary,0,640,1,0,439,3,999,0,unknown,0
54,services,married,secondary,0,158,1,0,198,1,999,0,unknown,0
44,management,married,secondary,0,2984,1,0,770,2,999,0,unknown,0
50,entrepreneur,married,secondary,0,1011,1,0,340,2,999,0,unknown,0
45,blue-collar,single,secondary,0,0,1,0,1472,1,192,4,failure,1
36,management,married,tertiary,0,1133,1,0,293,1,181,2,other,1
42,technician,married,secondary,0,4945,1,0,311,2,999,0,unknown,1
37,technician,married,secondary,0,712,1,0,291,2,999,0,unknown,0
28,services,single,secondary,0,-427,1,1,965,2,999,0,unknown,0
56,admin.,married,secondary,0,2146,0,1,594,1,999,0,unknown,0
59,admin.,married,secondary,0,92,1,0,139,2,350,1,failure,0
32,unemployed,married,secondary,0,10,1,0,501,4,999,0,unknown,0
57,retired,married,primary,0,1238,1,0,274,1,999,0,unknown,0
49,admin.,single,secondary,0,981,1,0,10,3,999,0,unknown,0
56,entrepreneur,married,unknown,0,575,0,0,18,2,999,0,unknown,0
48,admin.,divorced,unknown,0,-70,0,0,243,1,999,0,unknown,0
27,student,single,tertiary,0,3733,1,0,198,1,98,6,success,1
31,management,single,tertiary,0,574,1,0,410,2,999,0,unknown,0
28,blue-collar,single,secondary,0,43,0,0,190,1,999,0,unknown,0
36,management,married,tertiary,0,428,0,0,121,1,999,0,unknown,0
58,housemaid,married,primary,0,0,1,0,148,1,999,0,unknown,0
46,admin.,married,secondary,0,0,1,1,239,2,259,2,failure,0
32,management,single,tertiary,0,474,1,0,90,3,999,0,unknown,0
39,services,married,secondary,0,-540,0,0,29,1,999,0,unknown,0
35,self-employed,married,tertiary,0,560,1,0,58,1,136,1,failure,0
31,management,married,tertiary,0,325,1,0,1139,2,999,0,unknown,1
29,management,single,tertiary,0,437,0,0,504,1,92,1,success,1
48,blue-collar,married,primary,0,574,0,0,348,1,999,0,unknown,0
60,retired,married,primary,0,0,0,0,130,3,999,0,unknown,0
74,retired,married,secondary,0,935,0,0,100,1,104,1,other,0
30,services,married,secondary,0,699,1,0,544,1,999,0,unknown,0
52,admin.,single,primary,0,0,0,0,182,11,999,0,unknown,0
24,blue-collar,married,secondary,0,-220,1,0,90,1,999,0,unknown,0
29,services,married,secondary,0,11417,1,0,272,2,999,0,unknown,0
33,housemaid,married,primary,0,212,1,0,260,2,999,0,unknown,0
34,blue-collar,married,secondary,0,67,1,1,672,3,999,0,unknown,0
45,admin.,divorced,secondary,0,0,0,0,264,1,999,0,unknown,1
31,blue-collar,married,secondary,0,0,0,1,275,2,999,0,unknown,0
45,technician,married,secondary,0,1673,0,0,76,1,999,0,unknown,0
27,services,married,secondary,0,-1202,1,0,749,2,999,0,unknown,0
30,management,single,tertiary,0,4213,0,0,142,4,999,0,unknown,0
45,blue-collar,married,primary,0,0,0,0,454,2,999,0,unknown,0
57,blue-collar,married,secondary,0,1521,1,1,102,2,178,5,failure,0
34,management,married,tertiary,0,1310,0,0,521,3,158,7,other,0
40,admin.,married,secondary,0,0,1,1,57,1,999,0,unknown,0
39,management,married,tertiary,0,399,0,0,504,1,999,0,unknown,0
46,technician,married,tertiary,0,405,0,0,138,3,999,0,unknown,0
55,management,divorced,tertiary,0,9756,1,0,103,2,95,1,other,1
25,management,single,tertiary,0,2506,0,0,485,1,999,0,unknown,1
34,management,married,tertiary,0,697,0,0,166,1,999,0,unknown,0
37,blue-collar,married,primary,0,403,1,0,318,2,338,1,success,0
64,retired,divorced,tertiary,0,890,0,0,531,3,999,0,unknown,0
45,technician,divorced,secondary,0,809,1,0,155,2,363,4,failure,0
57,housemaid,married,secondary,0,158,1,0,73,1,999,0,unknown,0
21,student,single,unknown,0,137,1,0,198,3,999,0,unknown,0
58,housemaid,married,secondary,0,2705,0,0,137,1,999,0,unknown,0
41,blue-collar,single,secondary,0,75,1,0,479,9,999,0,unknown,1
41,management,married,unknown,0,2457,1,0,285,1,999,0,unknown,0
58,management,married,tertiary,0,541,1,0,98,1,999,0,unknown,0
33,management,married,tertiary,0,287,1,0,199,2,274,3,other,0
32,management,married,tertiary,0,273,1,1,97,3,999,0,unknown,0
44,services,divorced,secondary,0,0,1,0,389,5,999,0,unknown,0
47,unknown,married,unknown,0,677,0,0,384,1,99,4,success,0
41,self-employed,married,primary,0,340,0,0,37,3,999,0,unknown,0
54,technician,married,tertiary,0,98,0,0,420,4,999,0,unknown,0
47,technician,divorced,tertiary,0,477,1,0,973,1,366,1,failure,0
32,management,single,tertiary,0,2629,0,0,77,4,999,0,unknown,0
59,housemaid,married,tertiary,0,0,0,1,376,2,999,0,unknown,0
29,technician,single,tertiary,0,2325,0,0,125,1,999,0,unknown,1
48,services,married,secondary,1,-20,0,0,142,2,999,0,unknown,0
32,technician,single,secondary,0,230,1,0,442,1,266,8,failure,1
46,management,divorced,secondary,0,-852,0,1,728,2,999,0,unknown,0
31,blue-collar,single,primary,0,-280,0,0,281,3,999,0,unknown,0
53,blue-collar,married,secondary,0,25,0,0,528,2,999,0,unknown,1
34,technician,single,tertiary,0,9851,1,0,128,5,999,0,unknown,0
48,services,single,unknown,0,5095,1,0,71,1,999,0,unknown,0
32,technician,married,secondary,0,687,0,0,161,4,999,0,unknown,0
31,management,married,secondary,0,1368,1,0,129,4,999,0,unknown,0
27,blue-collar,single,primary,0,-179,1,0,54,2,999,0,unknown,0
60,admin.,married,secondary,0,-396,1,0,443,1,350,1,failure,0
34,blue-collar,single,tertiary,0,1011,1,0,136,1,999,0,unknown,0
52,self-employed,married,secondary,0,9,0,1,44,1,999,0,unknown,0
48,blue-collar,married,secondary,0,1159,1,1,1181,9,999,0,unknown,0
45,technician,married,primary,0,-322,0,0,225,2,999,0,unknown,0
54,technician,divorced,secondary,0,1114,1,0,81,1,999,0,unknown,0
52,services,married,secondary,0,2072,0,0,224,1,999,0,unknown,0
47,entrepreneur,married,tertiary,0,459,1,0,189,4,999,0,unknown,0
54,unknown,married,secondary,0,1157,0,0,98,2,999,0,unknown,0
34,blue-collar,married,secondary,0,8309,1,1,50,1,999,0,unknown,0
39,technician,single,tertiary,0,1043,0,0,195,10,999,0,unknown,0
46,technician,married,secondary,0,2098,0,0,110,2,999,0,unknown,0
26,unemployed,single,secondary,0,461,0,0,214,1,999,0,unknown,0
37,technician,single,secondary,0,61,1,0,182,8,999,0,unknown,0
47,blue-collar,married,secondary,0,1203,1,0,239,2,999,0,unknown,0
35,technician,married,secondary,0,1067,0,1,179,6,999,0,unknown,0
57,unemployed,married,primary,0,0,0,0,540,1,999,0,unknown,0
34,management,married,tertiary,0,1657,1,0,566,2,356,4,failure,0
47,technician,married,secondary,0,1219,0,0,697,4,999,0,unknown,1
27,technician,married,secondary,0,7,1,0,98,2,999,0,unknown,0
40,blue-collar,married,secondary,0,-839,1,1,1018,2,999,0,unknown,1
39,technician,married,secondary,0,994,0,0,221,1,241,1,failure,0
36,entrepreneur,married,tertiary,0,6,0,0,246,1,999,0,unknown,0
42,technician,single,secondary,0,0,0,0,656,2,999,0,unknown,0
23,blue-collar,single,primary,0,8627,1,0,281,1,999,0,unknown,0
34,management,married,tertiary,0,133,1,0,65,1,999,0,unknown,0
34,blue-collar,married,secondary,0,247,1,1,193,5,999,0,unknown,0
49,services,married,secondary,0,1114,0,0,283,1,999,0,unknown,0
57,blue-collar,married,primary,0,1592,0,1,78,4,999,0,unknown,0
59,retired,married,unknown,0,0,0,0,425,6,999,0,unknown,0
57,admin.,married,tertiary,0,46,0,0,238,2,999,0,unknown,0
34,blue-collar,married,secondary,0,1221,1,0,182,1,90,8,failure,0
61,management,married,secondary,0,985,0,0,998,6,999,0,unknown,1
35,blue-collar,divorced,secondary,0,0,1,0,477,1,999,0,unknown,0
42,management,married,tertiary,0,520,0,0,158,1,999,0,unknown,0
57,services,married,tertiary,0,10,0,0,320,3,999,0,unknown,0
42,blue-collar,married,secondary,0,2157,1,0,149,1,364,2,failure,0
53,retired,married,secondary,0,6095,1,1,410,5,999,0,unknown,0
63,retired,married,tertiary,0,133,1,0,104,2,999,0,unknown,0
47,self-employed,married,secondary,0,1121,0,0,454,6,999,0,unknown,0
54,services,married,secondary,0,88,1,0,190,1,999,0,unknown,0
45,admin.,married,secondary,0,0,0,0,145,10,999,0,unknown,0
28,management,single,tertiary,0,-328,1,0,318,2,999,0,unknown,0
58,unemployed,married,secondary,0,610,1,0,246,2,999,0,unknown,0
48,management,single,tertiary,0,414,0,0,761,2,999,0,unknown,0
35,management,divorced,tertiary,0,0,1,0,171,1,999,0,unknown,1
37,self-employed,married,tertiary,0,0,0,0,143,1,999,0,unknown,0
37,blue-collar,married,secondary,0,685,1,0,968,1,999,0,unknown,0
37,management,married,primary,0,22856,0,0,154,1,388,1,failure,0
25,services,single,secondary,0,-352,0,0,246,1,999,0,unknown,0
58,blue-collar,married,secondary,0,602,1,0,201,1,999,0,unknown,0
52,management,married,secondary,0,-588,1,0,81,4,999,0,unknown,0
19,student,single,secondary,0,302,0,0,205,1,999,0,unknown,1
59,blue-collar,married,secondary,0,5314,1,0,200,3,999,0,unknown,0
41,technician,married,secondary,0,64,1,1,210,2,999,0,unknown,0
34,technician,single,tertiary,0,632,0,0,215,10,999,0,unknown,0
35,technician,single,secondary,0,5731,1,0,164,2,167,4,other,0
41,technician,married,secondary,0,902,0,0,35,6,999,0,unknown,0
28,blue-collar,single,secondary,0,6307,1,0,615,1,999,0,unknown,0
53,management,divorced,secondary,0,112,0,1,246,3,999,0,unknown,0
35,services,married,secondary,0,0,0,1,42,1,999,0,unknown,0
33,admin.,single,tertiary,0,621,0,0,217,1,999,0,unknown,0
37,technician,single,secondary,0,435,1,0,210,1,999,0,unknown,0
32,technician,married,secondary,0,782,1,0,116,4,999,0,unknown,0
32,blue-collar,married,secondary,0,478,1,0,200,1,999,0,unknown,0
54,services,married,unknown,0,7864,1,0,145,4,999,0,unknown,0
44,blue-collar,married,secondary,0,1910,1,0,41,1,999,0,unknown,0
36,technician,divorced,tertiary,0,1174,1,0,192,2,999,0,unknown,0
56,admin.,married,secondary,0,1270,1,0,80,2,165,2,other,0
30,management,single,tertiary,0,18,0,0,121,11,999,0,unknown,0
36,blue-collar,married,secondary,0,141,1,0,106,3,999,0,unknown,0
43,management,married,tertiary,0,2886,0,0,230,1,999,0,unknown,0
40,technician,married,secondary,0,2715,1,0,125,2,999,0,unknown,0
32,technician,single,tertiary,0,1100,1,1,67,1,999,0,unknown,0
34,blue-collar,married,secondary,0,516,1,1,26,1,999,0,unknown,0
37,services,married,secondary,0,1,0,0,395,2,999,0,unknown,0
28,admin.,single,secondary,0,775,0,0,603,2,999,0,unknown,0
35,unknown,married,primary,0,634,0,0,185,2,999,0,unknown,0
53,blue-collar,single,secondary,0,5715,0,0,287,2,999,0,unknown,0
60,admin.,married,unknown,0,1088,1,0,149,1,999,0,unknown,0
40,entrepreneur,married,secondary,0,1532,1,1,173,7,999,0,unknown,0
57,retired,married,primary,0,75,0,0,118,2,999,0,unknown,0
29,technician,single,secondary,0,103,0,0,314,1,999,0,unknown,0
44,blue-collar,married,primary,0,134,1,0,378,1,999,0,unknown,0
41,admin.,single,secondary,0,748,0,0,94,7,130,3,other,0
47,technician,married,secondary,0,1990,1,1,108,4,999,0,unknown,0
43,technician,married,tertiary,0,192,0,0,203,2,999,0,unknown,0
37,technician,single,secondary,0,267,0,0,121,1,999,0,unknown,0
34,technician,single,tertiary,0,586,1,0,489,2,999,0,unknown,0
30,blue-collar,single,secondary,0,648,1,1,287,1,999,0,unknown,0
57,entrepreneur,divorced,secondary,1,25,1,0,652,1,370,4,other,0
26,admin.,single,secondary,0,96,1,0,612,2,348,3,other,0
34,management,married,tertiary,0,1116,1,0,53,5,999,0,unknown,0
46,technician,divorced,secondary,0,-90,0,1,270,1,999,0,unknown,1
38,entrepreneur,married,tertiary,0,170,1,0,442,1,999,0,unknown,1
37,technician,single,secondary,0,3665,0,0,664,3,999,0,unknown,1
28,management,single,tertiary,0,2380,0,0,394,2,999,0,unknown,0
57,blue-collar,married,primary,0,179,0,0,230,3,999,0,unknown,0
39,management,married,tertiary,0,763,1,0,877,7,300,2,other,1
49,services,married,secondary,0,320,0,0,1971,4,999,0,unknown,1
38,technician,married,secondary,0,1960,1,0,161,2,999,0,unknown,0
27,blue-collar,married,secondary,0,818,1,0,188,5,999,0,unknown,0
30,admin.,married,secondary,0,2678,1,0,23,5,999,0,unknown,0
38,admin.,married,tertiary,0,1980,0,0,176,2,999,0,unknown,0
36,management,married,tertiary,0,1582,0,0,26,2,197,1,failure,0
38,retired,single,unknown,0,62,0,0,212,1,999,0,unknown,0
59,housemaid,married,primary,0,235,0,0,119,2,999,0,unknown,0
37,management,married,tertiary,0,489,1,0,205,5,999,0,unknown,0
29,self-employed,married,tertiary,0,3931,1,0,73,4,999,0,unknown,0
43,blue-collar,married,secondary,0,699,1,1,1258,2,122,2,other,1
33,technician,married,secondary,0,58,1,0,57,2,999,0,unknown,0
54,housemaid,divorced,secondary,0,1327,0,0,115,2,999,0,unknown,0
55,services,married,secondary,0,557,0,0,58,1,999,0,unknown,0
32,technician,single,tertiary,0,741,1,0,238,1,999,0,unknown,0
48,management,married,primary,0,3230,1,0,207,3,999,0,unknown,0
33,management,single,tertiary,0,1439,1,0,178,2,999,0,unknown,0
46,admin.,married,secondary,0,120,1,0,20,11,999,0,unknown,0
44,management,married,tertiary,0,1058,0,0,188,3,999,0,unknown,1
47,blue-collar,married,primary,0,881,1,0,143,1,370,2,failure,0
38,technician,married,secondary,0,6728,0,0,232,1,96,4,success,1
80,retired,married,secondary,0,462,0,0,127,2,999,0,unknown,0
40,self-employed,married,secondary,0,167,1,1,380,4,295,1,failure,0
43,entrepreneur,married,tertiary,0,1574,1,0,167,3,999,0,unknown,0
32,technician,single,tertiary,0,1625,0,0,796,1,109,1,failure,1
39,management,married,tertiary,0,562,0,0,303,2,999,0,unknown,0
33,technician,married,secondary,0,9305,1,0,407,2,999,0,unknown,0
31,technician,single,secondary,0,35,0,1,229,1,999,0,unknown,0
36,management,single,tertiary,0,0,0,0,108,2,999,0,unknown,0
35,management,single,tertiary,0,2486,1,0,265,1,999,0,unknown,0
25,services,single,secondary,0,368,0,0,168,1,999,0,unknown,0
33,management,single,secondary,0,1558,1,0,97,1,999,0,unknown,0
23,blue-collar,single,primary,0,8627,1,0,169,1,346,1,failure,0
31,management,single,tertiary,0,2590,0,0,103,2,484,2,other,0
36,management,married,tertiary,0,0,1,1,599,3,999,0,unknown,0
44,technician,single,tertiary,0,900,1,0,322,2,999,0,unknown,0
31,management,single,tertiary,0,385,1,0,304,1,999,0,unknown,0
55,blue-collar,married,primary,0,1649,1,0,52,3,999,0,unknown,0
51,housemaid,divorced,secondary,0,9228,0,0,655,4,999,0,unknown,1
36,admin.,married,secondary,0,0,1,1,101,2,999,0,unknown,0
27,unemployed,single,tertiary,0,1,0,0,65,2,999,0,unknown,0
40,services,married,secondary,0,771,1,0,173,4,999,0,unknown,0
49,services,married,secondary,0,280,1,0,162,3,999,0,unknown,0
59,retired,married,primary,0,46,0,0,78,2,999,0,unknown,0
32,management,married,tertiary,0,2431,1,0,646,5,999,0,unknown,1
42,retired,single,tertiary,0,308,0,0,114,2,999,0,unknown,0
35,management,divorced,tertiary,0,160,1,0,141,6,999,0,unknown,0
29,blue-collar,single,secondary,0,555,1,0,133,4,999,0,unknown,0
29,technician,single,secondary,0,778,1,0,1994,2,999,0,unknown,0
37,blue-collar,single,secondary,0,48,0,0,140,2,999,0,unknown,0
49,admin.,married,primary,0,169,1,0,82,3,999,0,unknown,0
51,services,divorced,secondary,0,12,1,0,150,1,999,0,unknown,0
61,housemaid,married,primary,0,848,0,0,605,1,187,1,other,0
43,management,married,secondary,0,481,1,0,164,1,110,2,other,0
42,services,married,tertiary,0,12223,1,0,36,1,999,0,unknown,0
24,blue-collar,married,secondary,0,-254,1,1,290,2,999,0,unknown,0
46,self-employed,married,tertiary,0,1148,0,0,104,2,999,0,unknown,0
23,admin.,single,secondary,0,5,0,0,413,1,999,0,unknown,0
26,services,single,secondary,0,50,1,0,153,1,999,0,unknown,0
43,blue-collar,divorced,primary,0,92,1,0,237,2,999,0,unknown,0
35,technician,single,tertiary,0,470,1,0,743,13,999,0,unknown,1
38,technician,married,secondary,0,0,0,0,82,4,999,0,unknown,0
56,unemployed,divorced,primary,0,109,0,0,924,4,999,0,unknown,0
31,services,married,secondary,0,440,1,0,117,3,999,0,unknown,0
32,management,single,tertiary,0,0,0,0,550,4,999,0,unknown,1
28,services,single,secondary,0,2685,0,1,5,1,999,0,unknown,0
26,admin.,divorced,secondary,1,-3,1,0,181,5,999,0,unknown,0
49,management,married,tertiary,0,7007,0,0,325,2,999,0,unknown,0
33,admin.,married,secondary,0,220,1,0,345,1,999,0,unknown,0
80,retired,married,primary,0,1548,0,0,331,2,999,0,unknown,0
40,blue-collar,married,secondary,0,326,1,1,112,1,999,0,unknown,0
42,technician,divorced,secondary,0,0,1,0,115,6,999,0,unknown,0
46,blue-collar,married,secondary,0,123,0,0,381,3,999,0,unknown,0
32,management,single,tertiary,0,697,0,0,119,1,99,3,failure,0
37,services,single,tertiary,0,223,1,0,25,1,999,0,unknown,0
32,student,married,secondary,0,1694,1,0,929,1,999,0,unknown,0
53,management,married,tertiary,0,4446,1,0,429,1,999,0,unknown,0
39,management,married,tertiary,0,894,1,0,491,1,326,1,other,0
31,technician,divorced,secondary,0,202,1,0,146,1,999,0,unknown,0
34,management,single,tertiary,0,0,0,0,191,2,999,0,unknown,0
44,technician,married,tertiary,0,1707,0,0,406,3,999,0,unknown,0
35,technician,married,secondary,0,13658,1,0,220,2,999,0,unknown,0
